MUNICÍPIO,MÊS,PRODUTO,ESTADO,REGIÃO,PREÇO PONDERADO,PREÇO PONDERADO MÍNIMO,PREÇO PONDERADO MÁXIMO,NÚMERO DE POSTOS PESQUISADOS
CARIACICA,2019-05-31,GLP,ESPIRITO SANTO,SUDESTE,63.454354838709676,60.0,66.25806451612904,110.0
PRAIA GRANDE,2019-06-30,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.8073333333333332,2.626,3.1294,84.0
SANTO ANTONIO DE PADUA,2019-06-30,ETANOL HIDRATADO,RIO DE JANEIRO,SUDESTE,3.814166666666667,3.480266666666667,4.016,36.0
CANOAS,2019-06-30,ÓLEO DIESEL,RIO GRANDE DO SUL,SUL,3.4353333333333333,3.337333333333334,3.599,60.0
GURUPI,2019-06-30,ÓLEO DIESEL,TOCANTINS,NORTE,3.7439999999999998,3.474666666666667,3.904,54.0
MORRINHOS,2019-06-30,ÓLEO DIESEL,GOIAS,CENTRO OESTE,3.6071,3.4355,3.7103333333333337,66.0
POUSO ALEGRE,2019-06-30,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,3.677366666666666,3.524333333333333,3.8441,36.0
REDENCAO,2019-06-30,ÓLEO DIESEL,PARA,NORTE,3.9586333333333337,3.8933333333333335,3.993333333333333,24.0
JAU,2019-06-30,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.6319000000000004,3.349,3.7806333333333333,61.0
OLIMPIA,2019-06-30,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.5959666666666665,3.5222333333333333,3.7176666666666667,41.0
SALTO,2019-06-30,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.6308999999999996,3.443666666666666,3.849,42.0
SAO JOAO DEL REI,2019-06-30,ÓLEO DIESEL S10,MINAS GERAIS,SUDESTE,3.8256666666666668,3.75,3.944033333333333,26.0
CRATEUS,2019-06-30,GASOLINA COMUM,CEARA,NORDESTE,4.8309999999999995,4.7695,4.8974,42.0
LEOPOLDINA,2019-06-30,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.7712666666666665,4.6484000000000005,4.926933333333334,42.0
SANTO ANGELO,2019-06-30,GASOLINA COMUM,RIO GRANDE DO SUL,SUL,4.800866666666667,4.757666666666666,4.885,42.0
JOAO MONLEVADE,2019-07-31,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,3.508258064516129,3.383387096774194,3.611516129032258,13.0
CATANDUVA,2019-07-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.586483870967742,3.339,3.7722258064516128,54.0
INDAIATUBA,2019-07-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.565741935483871,3.329,3.6895483870967736,60.0
JARAGUA DO SUL,2019-07-31,ÓLEO DIESEL S10,SANTA CATARINA,SUL,3.5484193548387095,3.236,3.899,60.0
LAURO DE FREITAS,2019-07-31,ÓLEO DIESEL S10,BAHIA,NORDESTE,3.557451612903226,3.4454838709677422,3.7222580645161285,49.0
PATO BRANCO,2019-07-31,ÓLEO DIESEL S10,PARANA,SUL,3.4507741935483867,3.2241935483870967,3.5861290322580643,40.0
PINDAMONHANGABA,2019-07-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.482741935483871,3.252225806451613,3.7699677419354836,30.0
CATANDUVA,2019-07-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.328838709677419,4.24416129032258,4.428677419354838,56.0
RIO CLARO,2019-07-31,GLP,SAO PAULO,SUDESTE,61.13964516129032,57.99999999999999,65.0,30.0
TUPA,2019-07-31,GLP,SAO PAULO,SUDESTE,68.42187096774194,63.112903225806456,72.32258064516128,30.0
RIBEIRAO PRETO,2019-07-31,GNV,SAO PAULO,SUDESTE,2.178483870967742,2.1762258064516127,2.180741935483871,4.0
NOVA FRIBURGO,2019-08-31,ETANOL HIDRATADO,RIO DE JANEIRO,SUDESTE,3.535,3.239,3.99,14.0
SABARA,2019-08-31,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,3.009,2.699,3.359,6.0
ITAPERUNA,2019-08-31,ÓLEO DIESEL,RIO DE JANEIRO,SUDESTE,3.405,3.299,3.499,5.0
PARACATU,2019-08-31,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,3.743,3.699,3.776,6.0
ILHEUS,2019-08-31,ÓLEO DIESEL S10,BAHIA,NORDESTE,3.714,3.439,3.999,9.0
ALEGRETE,2019-08-31,GASOLINA COMUM,RIO GRANDE DO SUL,SUL,4.823,4.789,4.929,7.0
CRATO,2019-08-31,GASOLINA COMUM,CEARA,NORDESTE,4.563,4.499,4.59,10.0
GUARAPUAVA,2019-08-31,GASOLINA COMUM,PARANA,SUL,4.07,3.95,4.29,14.0
SAO JOSE DE RIBAMAR,2019-08-31,ÓLEO DIESEL S10,MARANHAO,NORDESTE,3.599,3.499,3.699,9.0
ARACATUBA,2019-01-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.4279677419354835,2.247451612903226,2.739483870967742,125.0
COXIM,2018-12-31,ETANOL HIDRATADO,MATO GROSSO DO SUL,CENTRO OESTE,3.423,3.299,3.599,6.0
PARAGUACU PAULISTA,2019-01-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.6480322580645166,2.533516129032258,2.737709677419355,45.0
PICOS,2018-12-31,ETANOL HIDRATADO,PIAUI,NORDESTE,3.666,3.45,3.8,5.0
SANTA CRUZ DO CAPIBARIBE,2019-01-31,ETANOL HIDRATADO,PERNAMBUCO,NORDESTE,3.124548387096774,2.9716129032258065,3.325516129032258,47.0
BIRIGUI,2019-01-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.4674838709677416,3.2683548387096772,3.668967741935484,31.0
ICO,2019-01-31,ÓLEO DIESEL,CEARA,NORDESTE,3.669677419354839,3.6061290322580644,3.765483870967742,25.0
SAO BERNARDO DO CAMPO,2018-12-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.299,3.299,3.299,1.0
TERESOPOLIS,2019-01-31,ÓLEO DIESEL,RIO DE JANEIRO,SUDESTE,3.3210967741935478,3.2900000000000005,3.3990000000000005,20.0
MAGE,2018-12-31,ÓLEO DIESEL S10,RIO DE JANEIRO,SUDESTE,3.609,3.399,3.799,5.0
VITORIA DE SANTO ANTAO,2019-01-31,GASOLINA COMUM,PERNAMBUCO,NORDESTE,4.100161290322581,4.006096774193549,4.236258064516129,40.0
GARCA,2019-01-31,GLP,SAO PAULO,SUDESTE,66.25,65.0,70.0,20.0
MARECHAL CANDIDO RONDON,2018-12-31,GLP,PARANA,SUL,80.0,79.0,82.0,4.0
PELOTAS,2019-01-31,GLP,RIO GRANDE DO SUL,SUL,67.2486129032258,60.0,75.0,80.0
PORANGATU,2018-12-31,GLP,GOIAS,CENTRO OESTE,69.615,65.0,73.0,13.0
PORTO NACIONAL,2019-01-31,GLP,TOCANTINS,NORTE,82.79032258064515,79.51612903225806,84.99999999999999,50.0
RIO LARGO,2019-01-31,GLP,ALAGOAS,NORDESTE,65.75283870967743,65.0,67.25806451612902,15.0
UBA,2019-01-31,GLP,MINAS GERAIS,SUDESTE,72.25090322580645,69.94935483870967,75.0,35.0
SANTO ANDRE,2018-12-31,GNV,SAO PAULO,SUDESTE,2.699,2.699,2.699,1.0
BOM DESPACHO,2019-02-28,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,2.8893214285714284,2.682928571428571,3.009357142857143,30.0
JARAGUA DO SUL,2019-02-28,ÓLEO DIESEL,SANTA CATARINA,SUL,3.376142857142857,3.1879285714285714,3.6490000000000005,34.0
SENHOR DO BONFIM,2019-02-28,ÓLEO DIESEL,BAHIA,NORDESTE,3.4894285714285713,3.3707499999999997,3.5945,40.0
COSMOPOLIS,2019-02-28,GASOLINA COMUM,SAO PAULO,SUDESTE,3.8099285714285713,3.753892857142857,3.8597142857142854,45.0
SAO SEBASTIAO DO PARAISO,2019-02-28,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.590571428571429,4.515071428571428,4.751857142857143,35.0
GUARUJA,2019-02-28,GLP,SAO PAULO,SUDESTE,74.56785714285715,65.89285714285714,80.89285714285715,25.0
ICO,2019-02-28,GLP,CEARA,NORDESTE,72.44024999999999,70.89285714285715,74.03571428571428,15.0
JANUARIA,2019-02-28,GLP,MINAS GERAIS,SUDESTE,90.95839285714287,88.42857142857142,92.53571428571428,30.0
RECIFE,2019-02-28,GLP,PERNAMBUCO,NORDESTE,66.67717857142857,65.0,70.0,140.0
UNAI,2019-02-28,GLP,MINAS GERAIS,SUDESTE,84.10714285714285,76.60714285714286,90.0,20.0
XANXERE,2019-02-28,GLP,SANTA CATARINA,SUL,76.25892857142857,75.0,78.0,20.0
JEQUIE,2019-03-31,ETANOL HIDRATADO,BAHIA,NORDESTE,3.257354838709677,3.128774193548387,3.3640645161290323,49.0
JALES,2019-03-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.40658064516129,3.2981290322580645,3.529516129032258,52.0
MINEIROS,2019-03-31,ÓLEO DIESEL,GOIAS,CENTRO OESTE,3.5657096774193544,3.5129354838709674,3.6696774193548385,42.0
SENHOR DO BONFIM,2019-03-31,ÓLEO DIESEL,BAHIA,NORDESTE,3.555612903225806,3.4093225806451617,3.677129032258064,48.0
UBA,2019-03-31,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,3.6236129032258066,3.5492580645161294,3.6874516129032253,19.0
VARZEA GRANDE,2019-03-31,ÓLEO DIESEL S10,MATO GROSSO,CENTRO OESTE,3.8481290322580644,3.684870967741935,4.019645161290322,100.0
CURITIBA,2019-03-31,GASOLINA COMUM,PARANA,SUL,4.033193548387096,3.8296451612903226,4.522935483870968,323.0
LINS,2019-03-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.136258064516129,3.96,4.369967741935484,90.0
TOLEDO,2019-03-31,GASOLINA COMUM,PARANA,SUL,4.3060967741935485,4.11258064516129,4.455161290322581,96.0
MACEIO,2019-03-31,GNV,ALAGOAS,NORDESTE,3.4527419354838713,3.438709677419355,3.469096774193549,28.0
RIO DE JANEIRO,2019-03-31,GNV,RIO DE JANEIRO,SUDESTE,2.995064516129032,2.7764193548387093,3.293516129032258,189.0
SALVADOR,2019-03-31,GNV,BAHIA,NORDESTE,3.178967741935484,3.0948387096774193,3.314774193548387,88.0
ANAPOLIS,2019-04-30,ETANOL HIDRATADO,GOIAS,CENTRO OESTE,2.894066666666667,2.672766666666667,3.0954000000000006,80.0
ARAGUARI,2019-04-30,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,3.1260666666666665,2.970566666666667,3.297333333333334,80.0
FLORIANOPOLIS,2019-04-30,ETANOL HIDRATADO,SANTA CATARINA,SUL,3.7440666666666664,3.4607666666666668,3.955466666666667,131.0
IBITINGA,2019-04-30,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.7037333333333335,2.5598,2.895233333333333,40.0
ITABIRA,2019-04-30,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,3.4508666666666667,3.349,3.517,49.0
LAJEADO,2019-04-30,ETANOL HIDRATADO,RIO GRANDE DO SUL,SUL,4.137733333333333,4.097200000000001,4.256566666666667,20.0
RONDONOPOLIS,2019-04-30,ETANOL HIDRATADO,MATO GROSSO,CENTRO OESTE,2.7466666666666666,2.6426666666666665,2.8423333333333334,113.0
PARINTINS,2019-04-30,ÓLEO DIESEL,AMAZONAS,NORTE,4.0648333333333335,4.049200000000001,4.096566666666666,14.0
SAO CAETANO DO SUL,2019-04-30,ÓLEO DIESEL,SAO PAULO,SUDESTE,2.1593333333333335,2.1593333333333335,2.1593333333333335,3.0
BRASILIA,2019-04-30,ÓLEO DIESEL S10,DISTRITO FEDERAL,CENTRO OESTE,3.8503666666666665,3.5871666666666666,4.1285,162.0
COTIA,2019-04-30,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.6311,3.4345999999999997,3.799,54.0
FORMIGA,2019-04-30,ÓLEO DIESEL S10,MINAS GERAIS,SUDESTE,3.7548666666666675,3.6260000000000003,3.8096666666666668,34.0
LAURO DE FREITAS,2019-04-30,ÓLEO DIESEL S10,BAHIA,NORDESTE,3.5494666666666665,3.4817666666666667,3.6999999999999997,50.0
MINEIROS,2019-04-30,ÓLEO DIESEL S10,GOIAS,CENTRO OESTE,3.6951,3.636333333333333,3.798333333333333,35.0
PINDAMONHANGABA,2019-04-30,GASOLINA COMUM,SAO PAULO,SUDESTE,4.0971,4.037333333333334,4.200666666666667,35.0
SANTA INES,2019-04-30,GASOLINA COMUM,MARANHAO,NORDESTE,4.560133333333334,4.487666666666667,4.631666666666667,30.0
ITUMBIARA,2019-04-30,GLP,GOIAS,CENTRO OESTE,73.6698,69.6,75.42,30.0
LAURO DE FREITAS,2019-04-30,GLP,BAHIA,NORDESTE,61.73636666666666,58.63333333333334,67.66666666666666,55.0
VITORIA DE SANTO ANTAO,2019-04-30,GNV,PERNAMBUCO,NORDESTE,2.0836,2.069133333333333,2.0975999999999995,6.0
LAURO DE FREITAS,2019-05-31,ETANOL HIDRATADO,BAHIA,NORDESTE,3.5281612903225805,3.4074193548387095,3.8254838709677417,55.0
LIMEIRA,2019-05-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.6556129032258067,2.483516129032258,2.8377096774193546,115.0
SAO BERNARDO DO CAMPO,2019-05-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.809516129032258,2.573193548387097,3.011903225806452,100.0
ADAMANTINA,2019-05-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.4947419354838707,3.380967741935484,3.644838709677419,21.0
GOIANIA,2019-05-31,ÓLEO DIESEL,GOIAS,CENTRO OESTE,3.5884838709677416,3.4742903225806456,3.8007419354838707,119.0
MAUA,2019-05-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.5664838709677413,3.497387096774194,3.731483870967742,25.0
AMERICANA,2019-05-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.5394193548387096,3.3974516129032257,3.698322580645161,45.0
FORMIGA,2019-05-31,GLP,MINAS GERAIS,SUDESTE,72.14496774193549,68.83870967741935,75.0,30.0
MAUA,2019-05-31,GLP,SAO PAULO,SUDESTE,70.18129032258064,58.54838709677419,75.83870967741936,95.0
SERRA TALHADA,2019-05-31,GLP,PERNAMBUCO,NORDESTE,78.45190322580645,77.61290322580645,79.74193548387096,15.0
XINGUARA,2019-05-31,GLP,PARA,NORTE,95.83493548387096,95.0,99.54838709677419,31.0
TORRES,2019-05-31,GNV,RIO GRANDE DO SUL,SUL,3.389,3.389,3.389,5.0
PARANAVAI,2019-06-30,ETANOL HIDRATADO,PARANA,SUL,3.0270333333333332,2.947,3.174666666666666,42.0
BRUMADO,2019-06-30,ÓLEO DIESEL,BAHIA,NORDESTE,3.7176000000000005,3.5873999999999997,3.9344,32.0
DOURADOS,2019-06-30,ÓLEO DIESEL,MATO GROSSO DO SUL,CENTRO OESTE,3.7427333333333337,3.5228666666666664,3.849,44.0
ADAMANTINA,2019-06-30,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.6675666666666666,3.49,3.79,43.0
ITAPIPOCA,2019-06-30,GASOLINA COMUM,CEARA,NORDESTE,4.8143666666666665,4.746633333333333,4.874866666666667,34.0
JOAO PINHEIRO,2019-06-30,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.892033333333334,4.7829999999999995,4.9445,36.0
PAULO AFONSO,2019-06-30,GASOLINA COMUM,BAHIA,NORDESTE,4.688933333333333,4.620299999999999,4.7745999999999995,42.0
PATOS,2019-06-30,GLP,PARAIBA,NORDESTE,66.06666666666666,64.83333333333333,68.43333333333332,24.0
SALTO,2019-06-30,GLP,SAO PAULO,SUDESTE,63.38866666666668,59.019999999999996,69.83333333333333,60.0
SAO LUIS,2019-06-30,GLP,MARANHAO,NORDESTE,66.7288,64.987,70.99266666666666,108.0
TRES CORACOES,2019-06-30,GLP,MINAS GERAIS,SUDESTE,68.2775,67.0,69.99999999999999,54.0
POA,2019-07-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.330741935483871,3.1125806451612905,3.563516129032258,13.0
MANACAPURU,2019-07-31,ÓLEO DIESEL S10,AMAZONAS,NORTE,3.89,3.89,3.89,10.0
MOCOCA,2019-07-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.443096774193548,3.281258064516129,3.5910645161290327,38.0
SAO GABRIEL,2019-07-31,ÓLEO DIESEL S10,RIO GRANDE DO SUL,SUL,3.6862903225806454,3.5164193548387095,3.801483870967742,31.0
TOLEDO,2019-07-31,ÓLEO DIESEL S10,PARANA,SUL,3.48941935483871,3.3570967741935482,3.6983870967741934,41.0
ACAILANDIA,2019-07-31,GASOLINA COMUM,MARANHAO,NORDESTE,4.486096774193548,4.364064516129033,4.598999999999999,40.0
SANTA BARBARA D'OESTE,2019-07-31,GLP,SAO PAULO,SUDESTE,64.47703225806451,58.87096774193548,70.0,65.0
ITABUNA,2019-08-31,ETANOL HIDRATADO,BAHIA,NORDESTE,3.528,3.36,3.69,13.0
ARAPIRACA,2019-08-31,ÓLEO DIESEL,ALAGOAS,NORDESTE,3.678,3.39,3.799,10.0
JOSE BONIFACIO,2019-08-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.394,3.169,3.649,10.0
CANINDE,2019-08-31,ÓLEO DIESEL S10,CEARA,NORDESTE,3.92,3.88,3.99,6.0
PORTO SEGURO,2019-08-31,ÓLEO DIESEL S10,BAHIA,NORDESTE,4.216,3.799,4.4,6.0
SAO GABRIEL,2019-08-31,ÓLEO DIESEL S10,RIO GRANDE DO SUL,SUL,3.681,3.529,3.839,6.0
ALVORADA,2019-08-31,GLP,RIO GRANDE DO SUL,SUL,64.143,62.0,69.0,7.0
LAGES,2019-08-31,GLP,SANTA CATARINA,SUL,72.5,70.0,78.0,6.0
PINDAMONHANGABA,2019-08-31,GLP,SAO PAULO,SUDESTE,63.833,60.0,66.0,6.0
SAO GABRIEL,2019-08-31,GLP,RIO GRANDE DO SUL,SUL,76.889,75.0,84.0,9.0
PRAIA GRANDE,2019-08-31,GNV,SAO PAULO,SUDESTE,3.999,3.999,3.999,1.0
CUBATAO,2019-01-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,3.045161290322581,2.993516129032258,3.099,26.0
ITAPOLIS,2019-01-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.6798387096774197,2.5667419354838708,2.7989999999999995,45.0
VIAMAO,2018-12-31,ETANOL HIDRATADO,RIO GRANDE DO SUL,SUL,3.999,3.999,3.999,2.0
DRACENA,2018-12-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.305,3.22,3.399,7.0
PAULINIA,2019-01-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.2279032258064513,3.0602903225806455,3.4293870967741937,45.0
SAO LUIS,2019-01-31,ÓLEO DIESEL,MARANHAO,NORDESTE,3.4203548387096774,3.3874516129032264,3.4808387096774194,48.0
SINOP,2019-01-31,ÓLEO DIESEL,MATO GROSSO,CENTRO OESTE,3.916354838709678,3.711483870967742,4.056225806451613,43.0
BARRA DO CORDA,2018-12-31,ÓLEO DIESEL S10,MARANHAO,NORDESTE,3.506,3.439,3.58,3.0
CASTANHAL,2018-12-31,ÓLEO DIESEL S10,PARA,NORTE,3.568,3.36,3.699,6.0
CATANDUVA,2019-01-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.4566451612903224,3.2713870967741934,3.658677419354839,53.0
FRANCISCO BELTRAO,2018-12-31,ÓLEO DIESEL S10,PARANA,SUL,3.299,3.09,3.57,7.0
JOSE BONIFACIO,2019-01-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.2798709677419358,3.1102903225806453,3.479645161290323,45.0
TRINDADE,2018-12-31,ÓLEO DIESEL S10,GOIAS,CENTRO OESTE,3.39,3.39,3.39,1.0
UMUARAMA,2018-12-31,ÓLEO DIESEL S10,PARANA,SUL,3.436,3.15,3.859,11.0
CHAPECO,2019-01-31,GASOLINA COMUM,SANTA CATARINA,SUL,4.1258064516129025,4.078322580645161,4.180580645161291,45.0
FORMIGA,2019-01-31,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.671612903225807,4.571741935483871,4.707064516129033,35.0
PARAUAPEBAS,2019-01-31,GASOLINA COMUM,PARA,NORTE,4.830483870967742,4.783709677419354,4.895806451612903,39.0
PIRIPIRI,2018-12-31,GASOLINA COMUM,PIAUI,NORDESTE,4.571,4.399,4.689,5.0
UBERLANDIA,2018-12-31,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.642,4.449,4.699,39.0
JABOTICABAL,2018-12-31,GLP,SAO PAULO,SUDESTE,66.0,65.0,69.0,4.0
LONDRINA,2019-01-31,GLP,PARANA,SUL,69.526,63.0,77.0,290.0
TOLEDO,2019-01-31,GLP,PARANA,SUL,79.99990322580645,75.2258064516129,84.58064516129032,60.0
PINDAMONHANGABA,2019-01-31,GNV,SAO PAULO,SUDESTE,1.9617419354838708,1.9617419354838708,1.9617419354838708,6.0
IGUATU,2019-02-28,ETANOL HIDRATADO,CEARA,NORDESTE,3.513178571428571,3.4400000000000004,3.5664285714285713,26.0
MANAUS,2019-02-28,ETANOL HIDRATADO,AMAZONAS,NORTE,3.2979642857142855,3.107142857142857,3.577178571428571,186.0
CAMACARI,2019-02-28,ÓLEO DIESEL S10,BAHIA,NORDESTE,3.491107142857143,3.3435714285714284,3.5949999999999998,54.0
GOIANIA,2019-02-28,ÓLEO DIESEL S10,GOIAS,CENTRO OESTE,3.5871785714285713,3.369285714285714,3.823785714285714,183.0
CUBATAO,2019-02-28,GASOLINA COMUM,SAO PAULO,SUDESTE,4.496357142857143,4.407357142857143,4.641285714285714,26.0
CUIABA,2019-02-28,GASOLINA COMUM,MATO GROSSO,CENTRO OESTE,4.313857142857143,4.074571428571428,4.499,365.0
INDAIATUBA,2019-02-28,GASOLINA COMUM,SAO PAULO,SUDESTE,3.97975,3.7926428571428574,4.290285714285714,76.0
ITATIBA,2019-02-28,GASOLINA COMUM,SAO PAULO,SUDESTE,3.9956428571428573,3.8542857142857145,4.136428571428572,60.0
SAO JOSE,2019-02-28,GASOLINA COMUM,SANTA CATARINA,SUL,3.8944285714285716,3.7691785714285713,3.999,85.0
ALTA FLORESTA,2019-02-28,GLP,MATO GROSSO,CENTRO OESTE,103.06542857142857,97.5,108.0,30.0
CACHOEIRINHA,2019-02-28,GLP,RIO GRANDE DO SUL,SUL,68.5,67.0,72.0,30.0
CANINDE,2019-02-28,GLP,CEARA,NORDESTE,71.02414285714286,69.67857142857143,73.39285714285714,15.0
MANAUS,2019-02-28,GLP,AMAZONAS,NORTE,71.33892857142858,66.96428571428571,76.57142857142857,195.0
NOVA FRIBURGO,2019-02-28,GLP,RIO DE JANEIRO,SUDESTE,63.14285714285714,60.0,67.85714285714286,25.0
HORTOLANDIA,2019-02-28,GNV,SAO PAULO,SUDESTE,2.365892857142857,2.365892857142857,2.365892857142857,5.0
PRAIA GRANDE,2019-03-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.6286774193548386,3.4215806451612902,3.7976129032258066,24.0
ABAETETUBA,2019-03-31,ÓLEO DIESEL S10,PARA,NORTE,4.017225806451613,3.878709677419355,4.27,18.0
CRUZEIRO,2019-03-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.492806451612903,3.369967741935484,3.666741935483871,30.0
MARABA,2019-03-31,ÓLEO DIESEL S10,PARA,NORTE,4.007258064516129,3.8095483870967746,4.369354838709677,82.0
CASTRO,2019-03-31,GASOLINA COMUM,PARANA,SUL,4.333354838709678,4.202903225806452,4.394516129032258,36.0
JOAO PINHEIRO,2019-03-31,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.649645161290323,4.54516129032258,4.7415806451612905,36.0
UNAI,2019-03-31,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.859612903225806,4.717774193548387,5.050612903225806,60.0
MARACANAU,2019-03-31,GNV,CEARA,NORDESTE,3.6183870967741933,3.6183870967741933,3.6183870967741933,6.0
PALHOCA,2019-04-30,ETANOL HIDRATADO,SANTA CATARINA,SUL,3.6874333333333333,3.511933333333334,3.7756666666666665,59.0
PICOS,2019-04-30,ÓLEO DIESEL,PIAUI,NORDESTE,3.6584333333333334,3.6050000000000004,3.7,34.0
SANTO ANTONIO DE PADUA,2019-04-30,ÓLEO DIESEL,RIO DE JANEIRO,SUDESTE,3.3355666666666672,3.2845666666666666,3.3849,26.0
SAPUCAIA,2019-04-30,ÓLEO DIESEL,RIO DE JANEIRO,SUDESTE,3.4276666666666666,3.402333333333334,3.5893333333333333,45.0
VINHEDO,2019-04-30,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.5272,3.223333333333334,3.6443333333333334,29.0
XINGUARA,2019-04-30,ÓLEO DIESEL S10,PARA,NORTE,3.8953333333333338,3.689,4.196,25.0
APUCARANA,2019-04-30,GASOLINA COMUM,PARANA,SUL,4.369400000000001,4.237666666666667,4.49,65.0
CRATO,2019-04-30,GASOLINA COMUM,CEARA,NORDESTE,4.6649666666666665,4.6,4.726333333333334,50.0
NOVA IGUACU,2019-04-30,GASOLINA COMUM,RIO DE JANEIRO,SUDESTE,4.763766666666666,4.522166666666666,5.061666666666667,85.0
SAO JOSE,2019-04-30,GASOLINA COMUM,SANTA CATARINA,SUL,4.282900000000001,4.2114666666666665,4.332333333333334,85.0
ESTEIO,2019-04-30,GNV,RIO GRANDE DO SUL,SUL,3.359,3.359,3.359,6.0
BARUERI,2019-05-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.8091290322580647,2.576419354838709,3.1860967741935484,90.0
LAGUNA,2019-05-31,ETANOL HIDRATADO,SANTA CATARINA,SUL,3.643548387096774,3.478354838709677,3.7989999999999995,15.0
MANACAPURU,2019-05-31,ETANOL HIDRATADO,AMAZONAS,NORTE,3.4287096774193553,3.4287096774193553,3.4287096774193553,5.0
PRAIA GRANDE,2019-05-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.969258064516129,2.786096774193549,3.2119032258064517,69.0
DUQUE DE CAXIAS,2019-05-31,ÓLEO DIESEL,RIO DE JANEIRO,SUDESTE,3.563516129032258,3.405774193548387,3.7711935483870964,54.0
MARABA,2019-05-31,ÓLEO DIESEL,PARA,NORTE,3.983483870967742,3.86,4.09741935483871,37.0
SAO JOAO DA BOA VISTA,2019-05-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.402903225806451,3.214612903225807,3.5490000000000004,60.0
ARACRUZ,2019-05-31,ÓLEO DIESEL S10,ESPIRITO SANTO,SUDESTE,3.7500967741935485,3.6238709677419356,3.854516129032258,29.0
CALDAS NOVAS,2019-05-31,ÓLEO DIESEL S10,GOIAS,CENTRO OESTE,3.8657419354838707,3.6899999999999995,3.9943870967741937,39.0
ARAPIRACA,2019-05-31,GASOLINA COMUM,ALAGOAS,NORDESTE,4.776354838709678,4.685354838709677,4.856290322580645,63.0
BRASILIA,2019-05-31,GASOLINA COMUM,DISTRITO FEDERAL,CENTRO OESTE,4.469290322580645,4.236935483870967,4.786096774193549,235.0
ITAQUAQUECETUBA,2019-05-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.2467741935483865,4.078354838709677,4.344161290322581,50.0
BEBEDOURO,2019-05-31,GLP,SAO PAULO,SUDESTE,69.16103225806451,63.903225806451616,79.35483870967741,45.0
GUAIBA,2019-05-31,GLP,RIO GRANDE DO SUL,SUL,70.51609677419356,65.51612903225806,76.09677419354838,30.0
LAGES,2019-05-31,GLP,SANTA CATARINA,SUL,69.81164516129031,64.61290322580645,73.6774193548387,30.0
SALVADOR,2019-05-31,GNV,BAHIA,NORDESTE,3.1668064516129033,3.0283870967741935,3.35,67.0
